0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
608,0,5,5,3,7,6,5,2,5,-20,30,2,3,3,4,2,13,9,6,5,6,-54,4,3,2,4,-5383,1850,-36
1296,0,16,-7,6,-3,7,8,11,6,20,9,-2,0,17,11,5,6,6,3,1,7,-3,-1,6,7,8,-2398,-1778,-10
320,0,-14,-17,-14,-7,-16,-13,-13,-20,-10,0,-9,-13,-13,-22,-13,-11,-17,-13,-8,-10,-8,-9,-14,-9,-14,496,-292,-100
872,0,7,-1,-12,-13,-4,-6,-6,-6,-9,-3,-7,-5,-5,-8,-7,-5,-3,-4,-2,-4,0,-8,-6,-6,-7,4014,-500,12
411,0,-16,-16,-18,-29,-23,-14,-29,-18,-92,56,-12,-22,-34,-18,-10,-44,-21,-14,-39,-18,-87,-13,-29,-21,-37,1736,-3901,64
825,0,-3,-1,-6,-4,-8,-4,-3,-8,-6,42,2,-1,2,-2,-8,0,-5,-7,-8,1,14,-3,-5,-5,-21,-3728,1007,82
47,0,19,8,3,7,8,14,15,16,21,22,13,18,17,23,5,10,5,0,1,8,-18,7,25,9,18,-4380,-644,-90
36,0,3,1,-8,-14,-9,-8,-14,-9,-8,-7,-2,-3,7,-6,-5,-6,-12,-5,-5,-11,-7,-5,-4,-12,-15,164,-256,4
26,0,17,12,18,28,19,8,19,8,41,7,14,18,24,6,19,46,-3,22,32,17,30,15,20,14,19,-3504,2056,-18
642,0,-18,-16,-2,0,-4,-2,-3,-5,-69,-30,-7,-3,-22,-13,-6,55,-4,-3,-12,-13,-48,1,-8,3,-9,-4954,1260,-10
470,0,-33,-27,-22,-33,-29,-27,-35,-27,-47,-159,-28,-30,-23,-42,-26,-31,-48,-29,-37,-33,-24,-16,-32,-27,-49,3238,-261,102
977,0,-6,-21,-20,-14,-14,-16,-14,-15,-8,-16,-16,-19,3,-14,-16,-17,-18,-15,-19,-12,-15,-18,-19,-10,-18,430,-856,12
70,0,6,2,4,4,3,8,2,2,4,2,8,2,17,3,5,0,-7,1,-8,-3,-48,3,8,7,-5,-4290,-1294,-102
1122,0,-8,-15,-23,-18,-15,-15,-15,-12,-16,-18,-14,-15,-1,-13,-23,-21,-16,-21,-25,-15,-14,-16,-17,-7,-19,-432,-72,16
738,0,-6,-8,-19,-10,-16,-7,-9,1,-15,-7,-15,-7,-18,6,-20,4,-19,-13,-10,-12,18,-18,-8,-12,-6,-2680,-391,3
391,0,6,10,11,6,10,10,14,14,37,34,6,8,18,20,11,14,18,11,11,14,9,7,0,4,16,2430,-683,-80
675,0,16,0,7,14,14,11,14,24,12,8,2,7,-1,24,10,14,14,12,10,13,8,5,11,11,5,342,-1122,-40
728,0,5,-1,-24,-30,-14,-13,-13,-5,0,-14,-14,-6,1,-2,-21,-11,-8,-17,-16,-9,12,-19,-13,-18,-13,1846,-1744,64
412,0,-11,-6,-14,-8,-11,-8,-5,-2,-8,1,-11,-10,-12,-1,-15,-13,1,-10,-10,-11,-19,-4,-13,-1,-4,-1779,1498,22
15,0,9,8,16,14,13,14,4,1,0,-36,17,11,15,-14,17,12,-4,9,12,5,-3,15,18,14,8,-2236,-3016,-112
148,0,6,4,0,-1,-4,8,-1,8,-19,45,4,0,6,23,2,-12,-2,-1,4,4,-68,-2,-2,-1,-6,-1231,275,-76
825,0,16,3,0,11,7,7,10,5,15,-1,6,7,9,-1,4,13,6,9,12,8,13,2,7,1,8,38,-523,26
616,0,7,-7,-27,-35,-17,-19,-9,-6,-7,-3,-19,-13,13,-6,-23,-15,-6,-18,-22,-15,-22,-15,-17,-15,-21,-575,498,-2
114,0,-12,-17,-22,-16,-21,-15,-14,-4,-3,11,-18,-12,-11,2,-21,-19,-13,-21,-14,-19,-12,-13,-7,-8,-3,1918,124,10
417,0,-17,-10,-20,-12,-17,-13,-11,-9,-10,2,-14,-17,-4,-17,-17,-18,-7,-16,-13,-17,-28,-11,-18,-10,-9,-2036,1608,20
124,0,1,-4,3,-13,0,1,0,0,-15,28,-4,-6,3,-10,-3,-10,-8,-1,-15,-13,-116,0,-6,6,-13,-1495,-941,-84
439,0,-22,-18,-18,-23,-21,-15,-27,-13,-61,-52,-24,-27,-33,-29,-19,-36,-32,-17,-31,-20,-41,-19,-28,-23,-38,-3611,2686,66
89,0,4,2,-9,-5,-3,2,5,11,11,21,-4,-1,7,17,-6,-4,7,-7,0,-1,7,-3,1,3,7,338,-266,2
581,0,-7,-8,-11,-7,-8,-10,-9,-18,-30,-19,-10,-17,-9,-18,-11,-26,-8,-9,-5,-8,-73,-7,-14,-8,-19,1540,368,-44
753,0,-13,6,-21,-21,-14,-14,-12,-3,3,-14,-16,-10,-3,-8,-18,-8,-11,-16,-13,-14,4,-20,-13,-22,-6,3614,-2044,50
129,0,-14,-14,-6,-21,-10,-9,-16,-6,-39,6,-11,-8,-29,2,-9,-21,-18,-9,-25,-23,-124,-9,-13,-10,-10,-1328,476,-78
11,0,7,9,16,13,13,8,2,1,2,5,13,10,-5,-2,17,14,5,18,15,9,12,14,6,3,-5,980,-276,-4
943,0,-21,-23,-24,-27,-23,-31,-21,-30,-19,-42,-18,-18,-13,-27,-24,-22,-25,-27,-18,-26,-138,-18,-23,-15,-30,2400,-886,60
284,0,-18,-4,-23,-34,-24,-19,-20,-19,-19,-13,-19,-14,-17,-13,-24,-26,-21,-26,-25,-25,-22,-15,-13,-17,-18,-787,-836,12
1066,0,-24,-18,-14,-9,-16,-12,-19,-12,-22,-25,-15,-15,-30,-1,-14,-18,-22,-17,-15,-16,-22,-16,-16,-9,-7,-1052,-864,-6
1191,0,14,8,22,8,16,11,11,9,9,14,16,13,18,-3,21,12,12,17,10,10,19,13,16,17,13,3084,1703,0
1440,0,-5,-12,-7,-18,-10,-8,-7,-20,0,-73,-7,-11,1,-10,1,-2,-15,-11,-11,-8,7,-11,-7,2,-4,-230,-2782,-56
301,0,-41,-47,-50,-37,-49,-51,-50,-62,10,-48,-39,-39,-46,-40,-51,-52,-32,-47,7,-43,7,-36,-47,-42,-43,-3747,-4613,53
300,0,-41,-48,-49,-36,-49,-50,-49,-60,8,-54,-38,-38,-46,-39,-51,-51,-31,-46,5,-44,10,-36,-46,-41,-42,-3758,-4060,53
210,0,18,13,7,2,11,12,5,3,-41,29,11,-2,-3,-23,15,-13,28,15,1,18,-94,8,-3,9,-11,2669,-4224,10
67,0,4,2,1,0,2,6,2,5,4,5,4,1,16,12,0,-2,-6,-2,-12,-6,-50,2,6,5,-9,-4293,-1220,-101
926,0,0,7,8,-5,1,-1,2,1,-8,-19,3,6,-21,-15,6,1,-1,7,-7,-2,-77,8,5,13,1,-2941,131,48
77,0,29,30,24,25,24,30,29,36,41,7,20,33,14,37,25,47,32,28,20,24,40,20,38,18,48,3408,2780,-19
186,0,11,9,14,14,8,20,8,11,-2,43,14,10,-4,18,13,1,15,11,20,13,2,11,12,7,9,2764,-1778,-66
851,0,-17,6,-8,-6,-9,-5,-9,3,-9,-1,-6,-2,-20,1,-11,-11,-7,-9,-8,-11,-5,-8,-7,-9,-1,1126,-1336,22
706,0,6,9,4,5,6,12,9,16,15,-3,4,5,9,8,1,-1,3,5,-1,9,109,0,2,-3,2,-4436,385,0
895,0,-8,5,-5,-10,-7,-7,-6,-3,-3,1,-4,-2,3,-9,-10,-11,0,-8,-5,-6,1,-6,-4,-6,-2,4345,-748,27
496,0,7,1,-4,-1,-3,1,3,3,1,11,3,3,12,-8,-4,-3,2,-1,0,-4,-14,1,4,-4,-7,-2633,3122,24
804,0,8,9,9,8,7,10,8,10,17,28,9,12,-2,16,5,13,3,10,3,9,38,12,6,9,5,-1950,983,68
281,0,12,9,7,10,6,17,12,14,29,20,9,7,20,28,13,12,18,8,17,13,22,4,10,2,17,-579,-906,-101
335,0,-1,-7,-21,-21,-12,-10,-11,-8,-12,-5,-11,-6,-10,-36,-16,-16,-10,-17,-16,-13,-12,-6,-1,-7,-1,-1152,162,16
515,0,-15,-12,-14,-9,-9,-12,-8,-6,-15,15,-14,-14,-3,-14,-16,-10,-8,-12,-12,-13,-5,-7,-17,-11,-15,-2560,3051,16
1348,0,14,48,41,30,24,27,23,21,26,18,30,28,23,29,34,24,18,29,38,25,3,23,37,21,25,-70,-760,-8
1015,0,3,24,-9,-18,-6,-6,-6,-4,2,2,0,3,9,1,-8,-7,-2,-7,-10,-2,-9,-10,-1,-8,-6,1216,-1586,26
308,0,-40,-41,-46,-25,-50,-48,-46,-68,13,-25,-33,-39,-38,-40,-48,-45,-28,-42,-2,-35,0,-33,-39,-38,-48,-3708,-3348,54
303,0,-43,-47,-51,-37,-52,-52,-51,-66,14,-35,-41,-42,-44,-35,-53,-52,-32,-48,6,-42,-1,-38,-48,-44,-45,-3723,-4954,54
280,0,8,5,3,5,2,12,7,9,23,14,4,3,19,25,9,8,13,3,12,7,17,0,6,-2,11,-696,-748,-98
284,0,5,1,0,5,0,9,7,9,18,24,3,1,10,16,8,5,12,3,12,9,16,-1,1,-3,13,224,-453,-105
569,0,-3,1,-3,-1,1,-3,0,-11,-17,5,-5,-12,-2,-16,0,-17,4,2,1,2,-56,-2,-14,-8,-1,1655,1472,-51
356,0,-9,-12,-15,-11,-13,-10,-9,-9,-6,10,-14,-15,-2,-5,-13,-16,-9,-13,-12,-12,-13,-4,-9,-10,-11,-898,-278,10
352,0,-41,-42,-45,-41,-49,-47,-51,-53,-53,-120,-36,-44,-45,-47,-40,-73,-44,-39,-44,-41,-14,-34,-50,-42,-51,2695,1466,69
1312,0,-11,-20,-18,-24,-10,-14,-17,-20,-14,-18,-16,-18,0,-14,-15,-16,-20,-18,-27,-16,-21,-21,-23,-18,-16,72,-1804,-10
134,0,8,5,7,-3,1,5,-5,1,-20,10,11,6,11,-4,9,-7,-2,7,-9,-7,-106,-2,8,-9,-6,-1241,1064,-75
550,0,-2,-17,1,6,4,-2,7,6,-3,26,-1,-1,-10,-1,-2,5,4,2,1,4,8,8,-10,14,-4,-2340,2801,10
887,0,2,5,-2,-10,-3,-7,-2,-8,-2,-21,-1,-1,12,-28,-4,14,-14,-1,-2,-4,-17,-2,-3,-4,-16,-3218,-577,55
978,0,-6,-2,-1,-10,-3,-6,-2,1,-6,-16,-1,-1,5,3,-3,-19,-4,-5,-18,-7,51,5,-7,2,0,-2472,544,48
19,0,36,38,42,54,40,39,40,42,55,50,37,42,27,57,41,59,31,42,59,38,61,37,47,37,45,-3664,2392,-24
764,0,-13,-13,-16,-19,-16,-15,-13,-14,-2,-44,-14,-13,-7,-16,-22,-19,-20,-18,-22,-17,2,-15,-17,-10,-18,-4072,-1694,4
1227,0,-6,-16,-8,-7,-4,-7,-2,-3,-11,0,-10,-10,-7,-7,-9,-7,-4,-12,-7,-4,-10,-6,-8,5,-7,424,79,4
180,0,11,6,1,-3,4,14,10,28,-54,86,7,5,-6,19,11,-4,28,7,-5,10,-127,-3,0,6,12,2828,-4552,-8
957,0,5,28,0,-9,1,-2,0,1,7,-2,0,4,8,9,-2,1,0,2,1,1,10,-2,5,-4,-2,990,-1196,12
272,0,-33,-45,-37,-39,-38,-30,-34,-29,-28,-31,-38,-36,-20,-27,-36,-38,-32,-37,-32,-37,-29,-33,-37,-39,-25,250,-701,-82
640,0,-17,-20,-13,-7,-9,-5,-6,-5,-73,-28,-10,-4,-21,-14,-12,51,-7,-10,-18,-19,-51,-5,-11,1,-3,-4996,1132,-10
1008,0,0,-9,-7,-9,-8,-7,-11,-10,-11,-5,-6,-6,3,-11,-5,-5,-12,-6,-4,-4,-7,-13,-6,-12,-6,882,-1561,9
1092,0,17,26,11,2,9,14,3,11,3,1,7,11,2,12,8,11,4,11,9,11,14,0,17,-1,6,-683,-3144,-17
174,0,35,31,31,20,31,37,27,37,-32,74,29,24,21,22,37,24,39,36,18,29,-81,25,21,20,22,2943,-4256,-18
996,0,23,23,-6,-6,4,10,5,16,17,26,4,12,7,21,3,7,9,3,8,9,15,-1,15,-1,16,361,-1297,14
178,0,-6,-9,-3,-3,-8,-2,-6,-7,-11,33,-5,-12,2,4,0,-13,-2,-4,5,-4,-21,-10,-9,-10,-15,2706,-2058,-76
153,0,12,-10,-3,5,2,8,7,12,8,16,1,4,3,-2,2,3,6,0,6,7,8,3,8,7,15,1920,-226,4
282,0,-38,-41,-39,-23,-40,-38,-39,-48,12,65,-29,-28,-39,-27,-41,-25,-39,-37,16,-28,-19,-30,-42,-40,-34,-3856,1644,44
580,0,-5,0,0,6,-1,4,3,16,-11,29,-1,3,-12,9,-4,1,1,-2,2,-1,1,0,5,8,9,-2154,1006,14
1470,0,15,-11,20,17,11,18,15,8,14,-26,6,3,14,-8,20,6,3,16,14,8,24,12,20,10,23,-2645,-2662,-58
703,0,24,31,18,15,18,24,17,32,23,14,17,26,6,32,18,32,22,23,25,22,27,12,19,4,19,607,-1134,54
1212,0,14,12,10,5,15,10,14,12,10,7,8,4,24,9,16,13,18,12,7,17,19,6,1,10,8,2090,468,-6
896,0,-9,0,-7,-10,-8,-8,-6,-3,-4,0,-6,-4,1,-6,-12,-13,-1,-10,-7,-7,0,-7,-6,-6,-4,4366,-781,28
487,0,-2,-10,-25,-28,-14,-13,-9,-5,-8,13,-20,-17,-2,1,-23,-17,-12,-17,-17,-16,-21,-16,-25,-11,-17,-2326,3144,14
559,0,12,18,-9,-4,-5,4,-1,9,2,16,2,6,16,6,-3,6,2,-1,4,-1,4,-3,7,-11,3,-1296,2746,15
1141,0,4,0,4,6,3,8,-2,0,-3,-16,6,4,-3,4,7,3,6,4,2,6,4,2,5,-2,3,734,429,36
1119,0,-17,-20,-20,-18,-18,-18,-16,-15,-21,-17,-17,-18,-9,-18,-24,-26,-19,-23,-27,-17,-26,-18,-18,-9,-19,114,255,10
512,0,-10,-24,-3,13,1,2,3,14,-5,34,-9,-6,-10,6,-7,1,5,-3,0,-2,10,3,-7,5,15,-2612,3106,14
633,0,17,1,21,45,19,25,24,27,28,27,24,19,25,19,25,30,28,25,26,24,22,17,26,11,21,-568,-397,-13
84,0,24,25,25,29,25,18,23,16,25,4,21,23,26,27,23,39,21,27,45,21,20,20,21,21,25,3242,2742,-23
163,0,-5,-3,-10,-14,-7,-11,-3,-8,-13,59,-12,-17,5,10,-10,-21,-7,-10,-16,-7,-49,-8,-15,1,-22,3108,-2078,-80
1012,0,9,12,-17,-27,-10,-10,-10,-9,-3,-2,-5,-1,10,4,-12,-9,-7,-11,-13,-6,-10,-16,-7,-16,-12,1168,-1796,20
430,0,-19,-16,-18,-18,-17,-26,-16,-25,-5,14,-15,-17,-3,-22,-19,-20,-16,-17,-21,-15,-4,-11,-24,-13,-22,1126,-344,-64
1150,0,-2,-14,-6,-8,-5,-8,-3,-7,-9,-16,-3,-5,6,-14,-9,-16,-3,-8,-16,-7,-7,-3,-4,3,-4,1060,1234,42
305,0,-42,-44,-50,-33,-53,-51,-50,-68,17,-24,-39,-42,-39,-34,-52,-50,-31,-46,4,-40,-6,-38,-46,-44,-46,-3710,-4156,53
116,0,-23,-14,-4,-11,-13,-12,-8,-1,0,14,-16,-11,-16,-1,-12,-14,-9,-13,-10,-14,-8,-2,-10,-1,-3,2144,612,8
740,0,2,3,17,27,16,15,14,22,29,17,9,11,3,7,14,19,20,15,17,18,38,10,13,7,16,2501,-1824,55
263,0,-33,-38,-40,-24,-36,-34,-33,-37,2,108,-34,-32,-27,-40,-40,-13,-25,-35,1,-25,-57,-29,-38,-31,-28,-4044,-1076,36
473,0,-18,-10,-14,-13,-11,-14,-11,-14,3,-9,-11,-14,-4,-18,-15,-21,-9,-14,-17,-14,-12,-5,-18,-8,-13,2026,-3033,-48
1081,0,19,0,1,6,5,11,5,15,9,7,13,13,19,11,6,6,6,5,4,5,0,2,11,3,7,-23,-1177,-7
309,0,-6,-15,-8,-8,-8,-7,-2,-7,13,-4,-6,-5,-1,0,-9,-2,-8,-7,-6,-8,-3,-5,-14,-8,-14,968,-964,-101
830,0,4,7,12,16,9,10,12,15,14,6,8,11,1,14,8,16,6,11,14,9,9,7,8,8,14,28,-590,18
119,0,-34,-15,3,-11,-13,-17,-10,-9,-3,8,-16,-16,-11,-19,-9,-16,-12,-11,-13,-15,-13,-1,-17,-2,-10,2424,704,6
656,0,-4,-15,5,8,-2,-1,-3,0,-18,-29,0,-4,-3,-25,3,5,-1,6,-1,-2,-19,3,-3,-4,-12,-306,-483,-30
464,0,-26,-20,-12,-21,-20,-13,-22,-3,-41,-78,-20,-17,-28,-15,-18,-23,-32,-18,-27,-20,-18,-10,-24,-17,-27,3268,638,100
192,0,10,8,-5,-4,1,4,-7,0,-70,67,12,4,6,7,4,-14,23,-1,-18,7,-149,2,4,-6,-9,2782,-4364,14
432,0,-32,-30,-26,-35,-34,-25,-40,-18,-77,-16,-29,-31,-36,-37,-26,-49,-45,-27,-45,-33,-73,-23,-31,-31,-35,-1900,3281,70
635,0,28,8,21,42,22,28,29,33,33,34,26,23,31,28,28,35,33,28,30,28,25,20,30,15,26,-847,-420,-14
369,0,-9,-16,-16,-16,-12,-12,-7,-9,-11,3,-12,-13,-9,-20,-14,-19,-6,-13,-16,-13,-15,-3,-16,-5,-11,-1338,-238,14
268,0,-19,-14,-8,-14,-10,-14,-6,-4,-3,10,-13,-10,-6,2,-15,-18,-7,-15,-19,-11,-12,-5,-16,-3,-5,-878,-462,8
46,0,5,-5,8,12,6,3,-2,-5,-8,-9,6,3,-11,-7,9,4,-4,9,6,3,2,8,10,2,-6,-396,-310,-7
991,0,27,8,0,6,6,12,4,7,12,5,14,15,16,7,9,8,8,7,10,10,12,2,21,-7,4,394,-1039,19
876,0,6,-6,3,7,5,3,3,3,2,4,5,4,-1,-1,3,3,6,5,7,5,9,2,0,6,5,4542,-426,16
773,0,-7,-5,8,19,6,3,6,9,10,-8,8,4,7,0,4,8,6,7,11,4,12,5,-6,0,-5,2562,-2696,36
1219,0,12,-5,3,1,10,7,14,8,11,9,-2,-2,12,-3,6,9,13,4,3,12,20,4,1,9,3,1100,42,-3
1126,0,21,12,11,13,16,19,11,16,7,3,12,13,7,-3,12,15,13,13,9,17,25,12,17,16,21,-952,-575,18
4,0,22,8,11,23,11,17,3,8,7,10,17,18,7,8,13,15,6,15,19,9,18,10,30,0,12,1014,5,6
94,0,39,41,41,32,36,52,30,51,26,37,31,38,18,49,40,41,26,36,15,32,20,26,54,26,51,-3220,-1834,-100
810,0,1,-1,2,0,-4,1,-4,1,11,23,3,5,6,-4,-4,2,-2,0,-5,-1,25,1,2,-2,-1,-2624,1046,80
990,0,15,17,14,-3,10,7,13,12,15,16,4,10,-1,-5,11,7,5,11,21,11,48,10,12,18,12,-1944,886,36
1077,0,8,-29,-10,-3,-7,-6,-9,-14,-12,-24,2,-5,11,-37,-8,-12,-12,-8,-13,-9,-25,-1,-2,-1,-18,-302,-261,-1
837,0,-12,1,-10,-5,-9,-6,-7,-2,2,-8,-3,-2,1,-5,-12,-8,-9,-11,-15,-10,-12,-5,-4,-11,-9,592,-386,26
681,0,-9,-19,-6,-9,-5,-7,1,7,-9,-12,-13,-10,-27,-26,-6,-3,-1,-2,-8,-2,-7,-7,-18,4,-4,662,-1013,-36
214,0,1,0,-1,-2,-2,4,1,5,10,30,-2,1,-4,8,1,0,3,-2,5,2,-19,1,3,3,13,2602,-1337,-66
851,0,8,13,3,5,-1,5,4,8,4,37,5,7,4,-9,2,6,7,5,5,8,3,6,12,4,3,-3455,1146,70
860,0,2,5,5,0,-5,1,-2,3,-10,20,4,4,3,-10,3,4,1,7,-2,6,-16,4,-2,1,4,-3418,134,60
696,0,-3,-3,-8,-6,-9,-2,-2,7,-3,-35,-9,-7,-1,-1,-13,-25,-11,-7,-4,-7,80,-10,-9,-9,-3,-4522,76,-5
1148,0,-2,0,-3,-11,-5,-7,-4,-9,-13,-18,0,-2,11,-15,-5,-15,-4,-7,-14,-6,-6,-4,-2,0,-4,1154,1092,42
574,0,-4,-8,-12,-13,-9,-10,0,5,-3,13,-15,-8,2,6,-16,-10,-6,-11,-12,-9,-9,-8,-7,-2,-1,-2119,1333,18
50,0,6,4,18,20,13,10,4,4,-2,3,11,8,-1,8,17,12,5,17,14,10,11,15,10,7,3,-634,-447,-6
853,0,-20,-17,-23,-15,-21,-14,-20,-5,-17,-4,-17,-14,-16,1,-21,-21,-15,-20,-17,-20,-10,-22,-18,-26,-8,1156,-1166,20
481,0,-21,-16,-25,-21,-25,-22,-19,-18,-9,-12,-18,-19,-12,-16,-24,-31,-15,-25,-24,-18,-43,-16,-19,-14,-14,1933,-1978,-40
322,0,-13,-18,-16,-9,-18,-13,-16,-20,-11,-1,-11,-14,-15,-23,-13,-10,-18,-14,-8,-12,-7,-14,-13,-13,-13,703,-327,-102
833,0,-7,-5,-6,-2,-3,-3,0,5,3,-6,-6,-1,-11,-1,-9,0,-5,-5,-8,-4,-6,-4,-5,-2,3,422,-330,20
1115,0,-8,-14,4,1,-2,-1,-1,-1,-5,-3,-2,-4,-3,-8,-1,-8,-2,-2,-9,0,-17,-4,-5,3,-2,-3,-178,-1
1166,0,-6,8,-16,-36,0,-17,-14,-15,-16,-9,-12,-12,0,-13,-14,-16,-9,-16,-27,-12,-16,-14,-26,-7,-29,1504,2267,18
16,0,24,24,29,41,26,29,29,34,45,48,22,27,18,31,28,44,21,29,48,25,47,21,38,29,42,-3620,1988,-28
405,0,-1,0,2,7,1,7,-4,0,11,7,0,-5,-1,-5,7,9,7,7,12,6,6,1,-5,-11,-5,1980,-638,-86
971,0,-1,-12,-19,-22,-11,-14,-10,-11,-1,-8,-13,-13,5,-8,-15,-14,-16,-14,-18,-11,-7,-15,-18,-11,-18,454,-992,14
399,0,-24,-8,-7,-8,-10,-11,-7,-5,-8,-1,-12,-16,-5,-5,-9,-13,-6,-8,-11,-12,-16,-6,-25,-8,-10,-1662,808,14
57,0,15,15,15,14,14,15,20,28,39,-32,5,12,30,23,15,43,33,19,16,14,57,6,14,12,27,3400,2730,-25
867,0,13,17,8,14,9,10,7,14,3,29,10,13,11,23,11,20,10,13,2,14,-13,5,15,0,9,-3382,-220,64
19,0,13,19,3,2,8,5,4,8,5,9,3,7,9,0,2,4,8,6,4,7,9,10,12,5,8,-630,-974,1
684,0,8,1,-12,-16,-1,-9,3,7,-2,-9,-16,-10,-7,-6,-10,-1,3,-2,-8,2,-5,-6,-13,2,-14,560,-1092,-32
35,0,-1,-5,-5,-7,-9,-7,-13,-7,-7,-6,0,-2,9,-5,-3,-5,-10,-4,-3,-10,-6,-3,-4,-11,-13,207,-262,4
329,0,-48,-46,-50,-35,-50,-42,-59,-47,-20,-196,-44,-39,-58,-33,-48,-38,-50,-47,-20,-49,29,-44,-41,-53,-44,-3570,3544,60
524,0,-9,-5,-22,-22,-16,-10,-15,-8,-22,32,-15,-12,-15,-25,-22,-12,-13,-18,-13,-18,-3,-17,-12,-15,-10,-2305,3006,11
954,0,10,12,14,6,9,7,8,2,17,-14,18,17,12,-2,13,8,9,9,20,4,-10,14,15,8,3,2893,-945,56
920,0,29,39,17,8,19,21,18,22,24,34,15,23,6,35,21,23,20,21,22,22,27,16,27,10,22,2748,-1314,15
340,0,-2,-2,2,-1,1,-3,1,-7,5,5,-7,-7,-4,-4,1,9,5,4,2,3,14,-2,-6,-7,-5,-948,-801,-110
389,0,-1,4,3,-4,2,1,7,6,30,24,-1,1,16,14,2,5,9,3,3,5,7,-2,-10,-5,7,2302,-791,-80
537,0,-3,8,19,21,11,13,11,18,6,72,9,13,-10,-1,10,15,9,13,16,9,13,16,17,11,14,-2134,2826,4
204,0,-7,-9,-7,-8,-8,-7,-5,-9,-3,11,-7,-12,7,7,-8,-18,-6,-10,-8,-4,-35,-5,-14,-4,-13,2675,-1591,-70
431,0,-34,-33,-28,-38,-36,-28,-42,-20,-80,-4,-31,-33,-37,-36,-28,-52,-48,-30,-49,-36,-75,-26,-35,-32,-39,-1487,2961,72
245,0,-2,-6,-28,-25,-19,-12,-16,-7,-7,9,-18,-14,5,15,-23,-17,-8,-21,-18,-15,-11,-18,-16,-22,-17,-468,609,4
784,0,17,1,2,-8,4,1,6,6,8,-3,1,7,5,8,1,7,6,6,3,5,7,0,2,-2,-1,2089,-2614,38
1409,0,-1,0,26,26,18,14,17,9,4,277,18,9,0,10,23,3,-26,18,14,8,10,21,13,23,9,-718,-708,-40
35,0,15,13,20,27,21,16,21,25,42,-1,5,19,11,25,16,56,7,22,32,18,54,14,24,17,38,-3266,2867,-32
154,0,4,-15,-5,0,-2,2,1,5,0,8,-2,-1,-6,-9,-2,-1,0,-4,1,2,3,2,-1,4,6,1842,-302,6
185,0,9,8,13,13,7,19,7,11,-1,45,12,9,-6,22,12,0,15,11,20,12,2,9,9,6,10,2816,-1810,-66
625,0,-16,-9,-6,-12,-8,-10,-4,1,-17,-2,-12,-9,-23,6,-11,-10,-2,-8,-13,-10,-13,-5,-17,4,-8,-187,20,-6
376,0,-38,-38,-42,-40,-45,-38,-56,-46,-101,42,-33,-42,-55,-26,-32,-55,-41,-33,-49,-41,-95,-32,-46,-43,-50,4440,-4304,70
1346,0,6,54,40,23,22,23,20,17,23,22,28,25,19,30,31,21,15,26,35,20,0,18,29,19,17,-309,-612,-12
569,0,-17,-5,-8,-11,-9,-14,-3,-5,-3,6,-11,-11,-4,-2,-13,-10,-9,-10,-13,-9,-5,-7,-17,-3,-15,-2400,1708,18
433,0,-28,-26,-22,-31,-31,-21,-37,-15,-74,-25,-27,-28,-37,-35,-23,-45,-42,-23,-40,-30,-68,-20,-27,-29,-33,-2178,3536,67
257,0,15,19,19,15,14,20,14,11,9,27,15,15,9,10,17,14,12,14,24,19,10,17,19,10,17,2377,-802,-62
315,0,-5,-9,-5,-3,-7,-7,-2,-14,3,-2,-1,-4,-1,-25,-8,-6,-9,-6,-4,-5,-5,0,-6,0,-8,730,-681,-98
564,0,11,14,9,14,11,10,9,-1,-18,11,11,2,2,5,12,-7,15,14,12,14,-43,6,4,-1,-1,1605,1544,-49
127,0,-13,-31,-30,-26,-25,-26,-19,-13,-7,2,-23,-21,-6,-12,-22,-20,-15,-22,-20,-19,-15,-20,-28,-21,-22,3004,990,8
478,0,-28,-22,-20,-32,-31,-22,-29,-21,-39,-174,-26,-23,-27,-39,-29,-33,-43,-30,-38,-33,-20,-14,-17,-17,-33,-2521,-2120,98
505,0,-15,-14,-20,-15,-15,-18,-18,-22,-24,-6,-13,-19,-14,-16,-15,-28,-3,-15,-10,-9,-44,-15,-24,-21,-23,1882,3938,-42
980,0,-27,-27,-3,5,-12,-14,-15,-14,-15,-17,-11,-17,-14,-8,-7,-15,-19,-7,-9,-10,-17,-9,-23,-4,-11,306,-793,10
475,0,-30,-24,-21,-33,-28,-25,-30,-25,-45,-169,-25,-26,-27,-42,-27,-31,-45,-29,-40,-32,-20,-15,-27,-18,-43,182,-1320,100
190,0,7,11,-6,-12,-5,0,-4,1,-2,4,-3,2,-3,-3,-3,-4,-3,-4,-3,-3,-3,-3,10,-6,3,-1254,-391,4
1139,0,5,3,8,14,7,14,1,4,-1,-13,12,7,-5,5,14,10,9,8,9,10,11,4,10,2,4,418,-298,33
992,0,34,13,-5,3,5,13,5,9,17,9,15,19,18,10,8,9,9,6,10,10,14,1,25,-9,6,378,-1178,21
699,0,19,8,7,14,12,16,12,21,16,-8,10,14,-6,10,12,24,15,15,14,16,17,7,13,7,3,642,-1208,29
606,0,-3,12,18,22,12,12,12,19,4,26,14,11,3,13,16,12,15,15,13,10,9,10,10,10,12,-1220,376,-2
180,0,-14,-21,-12,-13,-11,-12,-9,-4,-7,6,-15,-13,-9,0,-13,-11,-6,-13,-14,-8,-10,-12,-20,-9,-8,-770,-952,6
